12.822606	12.822606	1
21.851736	21.851736	2
30.844355	30.844355	
39.793161	39.793161	
48.953729	48.953729	
58.037625	58.037625	
59.541872	59.541872	
60.666406	60.666406	
61.805544	61.805544	
62.857056	62.857056	
63.930474	63.930474	
64.989289	64.989289	
66.084614	66.084614	
66.646881	66.646881	
68.216847	68.216847	
69.282963	69.282963	
70.341777	70.341777	
71.356779	71.356779	
72.430197	72.430197	
73.481709	73.481709	
74.504013	74.504013	
75.570129	75.570129	
76.643548	76.643548	
77.724268	77.724268	
78.797687	78.797687	
79.827293	79.827293	
80.886107	80.886107	
81.915712	81.915712	
82.930714	82.930714	
83.953017	83.953017	
84.953414	84.953414	
85.968415	85.968415	
86.932301	86.932301	
87.925396	87.925396	
88.816260	88.816260	
89.794751	89.794751	
90.678313	90.678313	
91.583782	91.583782	
92.511157	92.511157	
93.358209	93.358209	
94.212562	94.212562	
95.081520	95.081520	
95.906665	95.906665	
96.717205	96.717205	
97.535048	97.535048	
99.134223	99.134223	
99.915555	99.915555	
100.667678	100.667678	
101.434406	101.434406	
102.179227	102.179227	
105.173115	105.173115	
105.866821	105.866821	
106.589736	106.589736	
107.305348	107.305348	
107.999054	107.999054	
108.685458	108.685458	
109.393768	109.393768	
110.072869	110.072869	
110.744669	110.744669	
111.460281	111.460281	
112.124778	112.124778	
112.825786	112.825786	
113.497586	113.497586	
114.198594	114.198594	
114.877695	114.877695	
115.564099	115.564099	
116.239550	116.239550	
116.933256	116.933256	
117.612357	117.612357	
118.327969	118.327969	
118.999769	118.999769	
119.671568	119.671568	
120.357972	120.357972	
121.044376	121.044376	
121.749035	121.749035	
122.442741	122.442741	
123.107238	123.107238	
123.800944	123.800944	
124.487348	124.487348	
125.166449	125.166449	
125.823644	125.823644	
126.524652	126.524652	
127.225660	127.225660	
127.846345	127.846345	
128.518144	128.518144	
129.189943	129.189943	
129.810628	129.810628	
130.424010	130.424010	
131.030089	131.030089	
131.650774	131.650774	
132.278760	132.278760	
132.841027	132.841027	
133.417898	133.417898	
134.038582	134.038582	
134.578943	134.578943	
135.141210	135.141210	
135.637757	135.637757	
136.163513	136.163513	
136.711176	136.711176	
136.776895	136.776895	
137.631249	137.631249	
137.718875	137.718875	
140.340353	140.340353	
140.413374	140.413374	
141.238519	141.238519	
141.333447	141.333447	
144.108271	144.108271	
144.195897	144.195897	
144.305430	144.305430	
145.028344	145.028344	
145.115970	145.115970	
149.971911	149.971911	
150.023027	150.023027	
150.132559	150.132559	
150.183674	150.183674	
150.293207	150.293207	
